ID	Symbol	Description
LOCMI00955	LOCMI00955	Inositol-trisphosphate 3-kinase A, putative
LOCMI00957	LOCMI00957	Hsp70d
LOCMI00958	LOCMI00958	Sperm-associated antigen 1
LOCMI00963	LOCMI00963	importin 9
LOCMI00969	LOCMI00969	PREDICTED: DEAH (Asp-Glu-Ala-His) box polypeptide 9
LOCMI00972	LOCMI00972	BESS motif
LOCMI00973	LOCMI00973	F-box/LRR-repeat protein 7
LOCMI00975	LOCMI00975	Q1W7L1_TRICA Adipokinetic hormone receptor
LOCMI00977	LOCMI00977	AGAP007483-PA
LOCMI00978	LOCMI00978	Cytoplasmic protein NCK1
LOCMI00980	LOCMI00980	PREDICTED: similar to translin associated factor x
LOCMI00987	LOCMI00987	Proclotting enzyme
LOCMI00998	LOCMI00998	AGAP012129-PA
LOCMI01002	LOCMI01002	histone cluster 1, H4d
LOCMI01005	LOCMI01005	ribosomal protein S25, component of cytosolic 80S ribosome and 40S small subunit
LOCMI01008	LOCMI01008	C3YYE4_BRAFL Putative uncharacterized protein
LOCMI01011	LOCMI01011	Transmembrane and coiled-coil domain-containing protein 7
LOCMI01015	LOCMI01015	juvenile hormone acid methyltransferase
LOCMI01016	LOCMI01016	PREDICTED: synaptosomal-associated protein 29-like
LOCMI01019	LOCMI01019	squid, variant F
LOCMI01022	LOCMI01022	PREDICTED: neprilysin-like
LOCMI01024	LOCMI01024	C3Y0H0_BRAFL Putative uncharacterized protein
LOCMI01027	LOCMI01027	B7Q7M9_IXOSC Putative uncharacterized protein (Fragment)
LOCMI01028	LOCMI01028	inwardly rectifying k+ channel
LOCMI01030	LOCMI01030	PREDICTED: similar to CG5793 CG5793-PA
LOCMI01032	LOCMI01032	Importin 9
LOCMI01033	LOCMI01033	B0WXB4_CULQU Oxidase/peroxidase
LOCMI01035	LOCMI01035	PREDICTED: maltase 2-like
LOCMI01040	LOCMI01040	Aminopeptidase N
LOCMI01042	LOCMI01042	B0WN53_CULQU Heparan sulfate glucosamine 3-O-sulfotransferase 3B1
LOCMI01044	LOCMI01044	Q7Q5H5_ANOGA AGAP006434-PA
LOCMI01051	LOCMI01051	PREDICTED: ral GTPase-activating protein subunit alpha-1-like isoform 1
LOCMI01052	LOCMI01052	B7PP65_IXOSC Potassium channel, putative
LOCMI01053	LOCMI01053	Phosphatidylinositol 4-kinase alpha, putative
LOCMI01056	LOCMI01056	B4P7P9_DROYA GE12284
LOCMI01057	LOCMI01057	PREDICTED: multidrug resistance protein homolog 49-like
LOCMI01071	LOCMI01071	PREDICTED: similar to sulfate transporter
LOCMI01074	LOCMI01074	Vesicular glutamate transporter 1
LOCMI01075	LOCMI01075	putative DEAD/DEAH box helicase
LOCMI01076	LOCMI01076	PREDICTED: beta-glucuronidase-like
LOCMI01077	LOCMI01077	RecName: Full=Lazarillo protein; Flags: Precursor gb|AAC46605.1| Lazarillo precursor
LOCMI01079	LOCMI01079	PREDICTED: eukaryotic translation initiation factor 5A-like isoform 2
LOCMI01081	LOCMI01081	serine protease 52 precursor
LOCMI01087	LOCMI01087	PREDICTED: retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta
LOCMI01089	LOCMI01089	polyubiquitin
LOCMI01092	LOCMI01092	Q7QIH8_ANOGA AGAP006873-PA
LOCMI01100	LOCMI01100	Q8T0W7_9NEOP Beta-glucosidase
LOCMI01101	LOCMI01101	PREDICTED: UDP-glucuronosyltransferase 2B10-like
LOCMI01103	LOCMI01103	aminoadipic semialdehyde synthase, putative
LOCMI01104	LOCMI01104	phosphatidylinositol glycan, class B
LOCMI01106	LOCMI01106	B3P1W0_DROER GG17407
LOCMI01107	LOCMI01107	GH24792
LOCMI01109	LOCMI01109	GK22159
LOCMI01110	LOCMI01110	PREDICTED: 40S ribosomal protein S26
LOCMI01112	LOCMI01112	B0XDK3_CULQU Inositol polyphosphate multikinase
LOCMI01118	LOCMI01118	A8UWP6_9AQUI Ankyrin repeat domain protein
LOCMI01119	LOCMI01119	AGAP007029-PA
LOCMI01122	LOCMI01122	Cleavage stimulation factor 64 kDa subunit
LOCMI01123	LOCMI01123	PREDICTED: cystatin-C-like
LOCMI01125	LOCMI01125	ubiquitin-like, containing PHD and RING finger domains, 1, isoform CRA_c
LOCMI01128	LOCMI01128	sodium-dependent phosphate transporter
LOCMI01129	LOCMI01129	single-stranded DNA-binding protein
LOCMI01133	LOCMI01133	PREDICTED: ATP-binding cassette sub-family A member 2 isoform 2
LOCMI01139	LOCMI01139	glutathione S-transferase C-terminal domain-containing protein
LOCMI01140	LOCMI01140	Notchless protein homolog 1
LOCMI01141	LOCMI01141	Dedicator of cytokinesis protein 1
LOCMI01142	LOCMI01142	ATP-binding cassette transporter sub-family C member 9
LOCMI01144	LOCMI01144	organic cation transporter protein
LOCMI01145	LOCMI01145	B4KX70_DROMO GI11364
LOCMI01146	LOCMI01146	C3XY41_BRAFL Putative uncharacterized protein
LOCMI01147	LOCMI01147	Glycoprotein 3-alpha-L-fucosyltransferase A
LOCMI01151	LOCMI01151	baiser CG11785-PA protein
LOCMI01152	LOCMI01152	GK11601
LOCMI01154	LOCMI01154	F-box domain, cyclin-like IPR022364; F-box domain, Skp2-like
LOCMI01155	LOCMI01155	BESS motif
LOCMI01159	LOCMI01159	AGAP004091-PA
LOCMI01162	LOCMI01162	heat shock protein 20.7
LOCMI01163	LOCMI01163	heat shock protein 20.7
LOCMI01164	LOCMI01164	polyprenyl synthetase
LOCMI01165	LOCMI01165	GJ15767
LOCMI01166	LOCMI01166	biphenyl hydrolase-like (serine hydrolase)
LOCMI01172	LOCMI01172	Q7Q3K2_ANOGA AGAP007920-PA (Fragment)
LOCMI01173	LOCMI01173	Dipeptidyl peptidase 4, putative
LOCMI01174	LOCMI01174	General transcription factor 3C polypeptide, putative
LOCMI01175	LOCMI01175	C3YXJ2_BRAFL Putative uncharacterized protein
LOCMI01176	LOCMI01176	predicted protein
LOCMI01178	LOCMI01178	PREDICTED: nucleoside diphosphate-linked moiety X motif 13-like
LOCMI01181	LOCMI01181	PREDICTED: similar to predicted protein
LOCMI01183	LOCMI01183	GH11540
LOCMI01185	LOCMI01185	mitochondrial carnitine/acylcarnitine carrier protein
LOCMI01186	LOCMI01186	PREDICTED: calpain-C-like
LOCMI01189	LOCMI01189	beta-glucosidase
LOCMI01190	LOCMI01190	PREDICTED: minichromosome maintenance complex component 8-like
LOCMI01191	LOCMI01191	PREDICTED: probable sodium/potassium/calcium exchanger CG1090-like
LOCMI01194	LOCMI01194	NEDD8 precursor, putative
LOCMI01196	LOCMI01196	pleckstrin domain-containing protein
LOCMI01197	LOCMI01197	A8IC04_CHLRE Predicted protein
LOCMI01199	LOCMI01199	Periodic tryptophan protein 1 homolog
LOCMI01200	LOCMI01200	B3GQX4_BOMMO Fez1
LOCMI01203	LOCMI01203	nuclear pore complex protein nup154, putative
LOCMI01205	LOCMI01205	B0XD88_CULQU Lysyl-tRNA synthetase
LOCMI01207	LOCMI01207	GE10589
LOCMI01211	LOCMI01211	Q6J4P7_APILI Ubiquinone biosynthesis protein COQ7-like protein
LOCMI01212	LOCMI01212	PREDICTED: similar to peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase
LOCMI01214	LOCMI01214	N-acetylmuramoyl-L-alanine amidase, family 2 IPR015510; Peptidoglycan recognition protein
LOCMI01215	LOCMI01215	PREDICTED: inositol polyphosphate 5-phosphatase K-like
LOCMI01217	LOCMI01217	Q17CJ1_AEDAE Myo inositol monophosphatase
LOCMI01220	LOCMI01220	Zinc finger, C2CH-type
LOCMI01225	LOCMI01225	Zinc finger, AD-type
LOCMI01226	LOCMI01226	GD20337
LOCMI01230	LOCMI01230	Q4STD9_TETNG Chromosome undetermined SCAF14243, whole genome shotgun sequence. (Fragment)
LOCMI01236	LOCMI01236	prolyl-tRNA synthetase
LOCMI01239	LOCMI01239	B9VSZ6_BOMMO Rbp1-like RNA-binding protein PB
LOCMI01240	LOCMI01240	PREDICTED: organic cation transporter protein-like
LOCMI01241	LOCMI01241	AGAP004091-PA
LOCMI01242	LOCMI01242	PREDICTED: synaptic vesicle membrane protein VAT-1 homolog isoform 1
LOCMI01249	LOCMI01249	60S ribosomal protein L35a
LOCMI01250	LOCMI01250	Q16I58_AEDAE Sodium/calcium exchanger
LOCMI01251	LOCMI01251	PREDICTED: alpha-tocopherol transfer protein-like isoform 1
LOCMI01253	LOCMI01253	aspartylglucosaminidase
LOCMI01255	LOCMI01255	organic cation transporter protein
LOCMI01258	LOCMI01258	GG13887
LOCMI01265	LOCMI01265	PREDICTED: solute carrier organic anion transporter family member 5A1-like
LOCMI01266	LOCMI01266	putative alcohol dehydrogenase
LOCMI01267	LOCMI01267	PREDICTED: WD repeat domain phosphoinositide-interacting protein 2-like isoform 1
LOCMI01268	LOCMI01268	PREDICTED: anaphase-promoting complex subunit 1-like isoform 2
LOCMI01272	LOCMI01272	PREDICTED: myrosinase 1-like isoform 2
LOCMI01274	LOCMI01274	PREDICTED: sodium/potassium-transporting ATPase subunit alpha-like
LOCMI01276	LOCMI01276	P53 regulated pa26 nuclear protein sestrin, putative
LOCMI01280	LOCMI01280	D-beta-hydroxybutyrate dehydrogenase, putative
LOCMI01281	LOCMI01281	PREDICTED: RuvB-like 2
LOCMI01282	LOCMI01282	Low density lipoprotein receptor adapter protein 1
LOCMI01285	LOCMI01285	Protein phosphatase inhibitor 2 (IPP-2)
LOCMI01286	LOCMI01286	cellulase
LOCMI01298	LOCMI01298	putative Aminopeptidase N precursor
LOCMI01299	LOCMI01299	ATP-dependent DNA helicase II 70 kDa subunit
LOCMI01300	LOCMI01300	AGAP011218-PA
LOCMI01301	LOCMI01301	AGAP002826-PA
LOCMI01302	LOCMI01302	A2AG09_MOUSE RNA binding motif protein 41
LOCMI01304	LOCMI01304	Hepatoma-derived growth factor
LOCMI01306	LOCMI01306	PREDICTED: sodium leak channel non-selective protein-like
LOCMI01309	LOCMI01309	B7PZ26_IXOSC Putative uncharacterized protein (Fragment)
LOCMI01315	LOCMI01315	RecName: Full=Probable tRNA threonylcarbamoyladenosine biosynthesis protein Osgep; AltName: Full=t(6)A37 threonylcarbamoyladenosine biosynthesis protein Osgep dbj|BAA82123.1| O-sialoglycoprotease
LOCMI01316	LOCMI01316	Ankyrin
LOCMI01318	LOCMI01318	GE10791
LOCMI01319	LOCMI01319	Protein suppressor of forked
LOCMI01321	LOCMI01321	Q6TAX6_9HYME Defensin
LOCMI01322	LOCMI01322	PREDICTED: zinc finger protein 62-like
LOCMI01323	LOCMI01323	beta-1,4-endoglucanase
LOCMI01326	LOCMI01326	PREDICTED: homeobox protein MSX-1-like
LOCMI01327	LOCMI01327	Probable multidrug resistance-associated protein lethal(2)03659
LOCMI01328	LOCMI01328	B0W2B6_CULQU DNA-directed RNA polymerase II 19 kDa polypeptide
LOCMI01329	LOCMI01329	Q17AZ4_AEDAE Liprin-beta1, putative (Fragment)
LOCMI01331	LOCMI01331	C3Y074_BRAFL Putative uncharacterized protein
LOCMI01333	LOCMI01333	F-box domain, cyclin-like IPR022364; F-box domain, Skp2-like
LOCMI01334	LOCMI01334	predicted protein
LOCMI01339	LOCMI01339	soluble guanylyl cyclase alpha-1 subunit
LOCMI01342	LOCMI01342	B3LW25_DROAN GF17449
LOCMI01343	LOCMI01343	Amyloid protein-binding protein 2
LOCMI01344	LOCMI01344	protein phosphatase 1 regulatory subunit 3D, putative
LOCMI01346	LOCMI01346	PREDICTED: beta-1,4-galactosyltransferase 7-like
LOCMI01347	LOCMI01347	Q170N9_AEDAE Ran gtpase-activating protein
LOCMI01353	LOCMI01353	beta-actin
LOCMI01357	LOCMI01357	Q7Q5Q7_ANOGA AGAP006264-PA
LOCMI01364	LOCMI01364	PREDICTED: nardilysin-like
LOCMI01370	LOCMI01370	sugar transporter
LOCMI01380	LOCMI01380	low-Mr GTP-binding protein Rab31, putative
LOCMI01381	LOCMI01381	Q17LW2_AEDAE Phosphoinositide-binding protein, putative
LOCMI01389	LOCMI01389	GF17480
LOCMI01390	LOCMI01390	ADP-ribosylation factor-like protein 2
LOCMI01391	LOCMI01391	organic cation transporter, putative
LOCMI01392	LOCMI01392	GJ24528
LOCMI01393	LOCMI01393	PREDICTED: peptidyl-prolyl cis-trans isomerase 1-like isoform 1
LOCMI01394	LOCMI01394	Transcription initiation factor TFIID subunit 11
LOCMI01395	LOCMI01395	Uncharacterized protein LOC391356-like protein
LOCMI01397	LOCMI01397	High mobility group, HMG1/HMG2 IPR009071; High mobility group, superfamily
LOCMI01398	LOCMI01398	Multidrug resistance-associated protein 4
LOCMI01399	LOCMI01399	putative nuclear receptor nhr-48
LOCMI01401	LOCMI01401	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2
LOCMI01404	LOCMI01404	RecName: Full=Fatty acid-binding protein, muscle; AltName: Full=M-FABP gb|AAK20174.1| muscle fatty acid binding protein
LOCMI01405	LOCMI01405	Cadherin-23
LOCMI01412	LOCMI01412	Q16ZN5_AEDAE Putative uncharacterized protein
LOCMI01415	LOCMI01415	AGAP009160-PA
LOCMI01417	LOCMI01417	PREDICTED: similar to proteasome subunit beta type 5,8
LOCMI01421	LOCMI01421	A4FVE8_XENLA LOC100049131 protein
LOCMI01422	LOCMI01422	Q7QBX8_ANOGA AGAP002354-PA (Fragment)
LOCMI01426	LOCMI01426	DNA damage-binding protein, putative
LOCMI01428	LOCMI01428	Zinc finger, AD-type
LOCMI01429	LOCMI01429	B4KE00_DROMO GI10292
LOCMI01431	LOCMI01431	non-metastatic cell 5
LOCMI01441	LOCMI01441	protein C20orf121, putative
LOCMI01442	LOCMI01442	B4MSM4_DROWI GK20001
LOCMI01443	LOCMI01443	WD repeat domain phosphoinositide-interacting protein, putative
LOCMI01444	LOCMI01444	B0W9F6_CULQU Putative uncharacterized protein
LOCMI01446	LOCMI01446	PREDICTED: protein phosphatase 1L-like
LOCMI01448	LOCMI01448	amidohydrolase domain containing 1 (predicted)
LOCMI01449	LOCMI01449	Regenectin
LOCMI01452	LOCMI01452	RecName: Full=Putative tyramine receptor 2; AltName: Full=Tyr-Loc2 emb|CAA49269.1| G protein-coupled receptor
LOCMI01453	LOCMI01453	PREDICTED: similar to putative serine proteinase
LOCMI01455	LOCMI01455	Glycoside hydrolase, family 1 IPR017853; Glycoside hydrolase, catalytic core
LOCMI01460	LOCMI01460	early cuticle protein 3
LOCMI01462	LOCMI01462	Q7Q4D6_ANOGA AGAP008350-PA (Fragment)
LOCMI01463	LOCMI01463	C-factor, putative
LOCMI01466	LOCMI01466	Q0IEY6_AEDAE Reticulocalbin
LOCMI01467	LOCMI01467	PREDICTED: similar to pickpocket
LOCMI01469	LOCMI01469	putative ribosomal protein S27
LOCMI01471	LOCMI01471	PREDICTED: probable GDP-L-fucose synthase-like
LOCMI01475	LOCMI01475	PREDICTED: glucosamine-phosphate N-acetyltransferase 1-like
LOCMI01478	LOCMI01478	beta-glucosidase
LOCMI01479	LOCMI01479	PREDICTED: regulatory-associated protein of mTOR-like isoform 1
LOCMI01481	LOCMI01481	alpha-amylase
LOCMI01484	LOCMI01484	WD repeat-containing protein 57
LOCMI01486	LOCMI01486	B0G0U7_MONAT Beta1-tubulin
LOCMI01492	LOCMI01492	WD repeat-containing protein 51A
LOCMI01496	LOCMI01496	PREDICTED: similar to synaptic vesicle protein
LOCMI01501	LOCMI01501	B0W966_CULQU TATA-binding protein-associated factor 172
LOCMI01502	LOCMI01502	Q59J88_IGUIG DNA polymerase (Fragment)
LOCMI01517	LOCMI01517	Endoplasmic reticulum protein ERp29, putative
LOCMI01518	LOCMI01518	Thrombospondin-3 precursor, putative
LOCMI01521	LOCMI01521	B4LLJ5_DROVI GJ21175
LOCMI01522	LOCMI01522	rho-like
LOCMI01523	LOCMI01523	fatty-acyl CoA reductase 1
LOCMI01524	LOCMI01524	PREDICTED: DNA-directed RNA polymerase III subunit RPC5-like
LOCMI01525	LOCMI01525	Low density lipoprotein receptor adapter protein 1
LOCMI01529	LOCMI01529	PREDICTED: similar to VAT1 protein
LOCMI01530	LOCMI01530	B3S2N5_TRIAD Putative uncharacterized protein
LOCMI01532	LOCMI01532	cuticular protein RR-1 motif 15
LOCMI01533	LOCMI01533	Q59J88_IGUIG DNA polymerase (Fragment)
LOCMI01534	LOCMI01534	Q9XZ01_DROME Neprilysin 2
LOCMI01535	LOCMI01535	cbl-D, putative
LOCMI01539	LOCMI01539	Short-chain dehydrogenase/reductase SDR
LOCMI01540	LOCMI01540	Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B
LOCMI01541	LOCMI01541	PREDICTED: serine protease 42-like
LOCMI01545	LOCMI01545	BTB and MATH domain-containing protein 43
LOCMI01547	LOCMI01547	PREDICTED: ATP-dependent helicase brm
LOCMI01549	LOCMI01549	B7PSS5_IXOSC Apoptosis stimulating of P53, putative
LOCMI01552	LOCMI01552	Q5TN47_ANOGA AGAP012257-PA
LOCMI01554	LOCMI01554	GF12273
LOCMI01555	LOCMI01555	GI19497
LOCMI01556	LOCMI01556	PREDICTED: similar to alpha-l-iduronidase
LOCMI01558	LOCMI01558	PREDICTED: threonine aspartase 1-like
LOCMI01560	LOCMI01560	beta-glucosidase
LOCMI01561	LOCMI01561	Q6FGD7_HUMAN TBCA protein
LOCMI01563	LOCMI01563	PREDICTED: importin-4-like
LOCMI01569	LOCMI01569	PREDICTED: sodium-coupled monocarboxylate transporter 2-like isoform 1
LOCMI01572	LOCMI01572	PREDICTED: geranylgeranyl pyrophosphate synthase-like
LOCMI01574	LOCMI01574	B0WQ04_CULQU Phosphatase type 2c
LOCMI01575	LOCMI01575	arrestin1 precursor
LOCMI01577	LOCMI01577	ATP-binding domain-containing protein 3
LOCMI01578	LOCMI01578	Sodium/hydrogen exchanger 8
LOCMI01580	LOCMI01580	B7QC19_IXOSC Putative uncharacterized protein (Fragment)
LOCMI01582	LOCMI01582	CTP synthase
LOCMI01583	LOCMI01583	Q17LI6_AEDAE Replication factor C large subunit, putative
LOCMI01590	LOCMI01590	AGAP008269-PA
LOCMI01592	LOCMI01592	RNA-binding protein-like
LOCMI01594	LOCMI01594	GJ10054
LOCMI01596	LOCMI01596	PREDICTED: multidrug resistance-associated protein 4-like
LOCMI01599	LOCMI01599	PREDICTED: tRNA-splicing endonuclease subunit Sen2-like
LOCMI01600	LOCMI01600	Q16T78_AEDAE Rer1 protein
LOCMI01602	LOCMI01602	PREDICTED: TGF-beta-activated kinase 1 and MAP3K7-binding protein 3-like
LOCMI01606	LOCMI01606	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1
LOCMI01607	LOCMI01607	PREDICTED: nuclear nucleic acid-binding protein C1D-like
LOCMI01609	LOCMI01609	GF23769
LOCMI01610	LOCMI01610	Q4ACB4_APIME Mahya
LOCMI01611	LOCMI01611	A0T4G5_ANOGA AGAP003215-PA
LOCMI01613	LOCMI01613	PREDICTED: similar to mannosyl-oligosaccharide alpha-1,2-mannosidase, putative
LOCMI01614	LOCMI01614	Putative N-acetylglucosamine-6-phosphate deacetylase
LOCMI01616	LOCMI01616	B3MZR9_DROAN GF19226
LOCMI01618	LOCMI01618	PREDICTED: similar to prohormone convertase 1
LOCMI01619	LOCMI01619	nitric oxide synthase
LOCMI01627	LOCMI01627	PREDICTED: c-1-tetrahydrofolate synthase, cytoplasmic-like
LOCMI01628	LOCMI01628	Q4T911_TETNG Chromosome 17 SCAF7665, whole genome shotgun sequence. (Fragment)
LOCMI01630	LOCMI01630	Ras-related protein Rab-26
LOCMI01632	LOCMI01632	Tetratricopeptide repeat protein 4
LOCMI01633	LOCMI01633	PREDICTED: similar to AGAP006949-PA
LOCMI01636	LOCMI01636	PREDICTED: WD repeat-containing protein 69-like
LOCMI01640	LOCMI01640	sodium/potassium/calcium exchanger 5 precursor, putative
LOCMI01644	LOCMI01644	PREDICTED: putative RNA exonuclease NEF-sp-like
LOCMI01645	LOCMI01645	PREDICTED: vesicle-associated membrane protein 1-like
LOCMI01647	LOCMI01647	serine protease P90
LOCMI01652	LOCMI01652	PREDICTED: similar to AGAP000117-PA
LOCMI01653	LOCMI01653	calpain B
LOCMI01654	LOCMI01654	Q7QHR1_ANOGA AGAP011308-PA (Fragment)
LOCMI01656	LOCMI01656	Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
LOCMI01657	LOCMI01657	PREDICTED: sphingosine-1-phosphate phosphatase 1-like
LOCMI01658	LOCMI01658	C3ZF60_BRAFL Putative uncharacterized protein
LOCMI01663	LOCMI01663	Protease inhibitor I4, serpin
LOCMI01664	LOCMI01664	C1BTS2_9MAXI Deoxyribonuclease tatD
LOCMI01666	LOCMI01666	B4GDF1_DROPE GL11225
LOCMI01667	LOCMI01667	nuclear pore complex protein nup154, putative
LOCMI01671	LOCMI01671	leucine-rich transmembrane protein, putative
LOCMI01674	LOCMI01674	PREDICTED: 60S ribosomal protein L3-like
LOCMI01678	LOCMI01678	PREDICTED: probable G-protein coupled receptor Mth-like 3-like
LOCMI01682	LOCMI01682	PREDICTED: DNA2-like helicase-like isoform 1
LOCMI01686	LOCMI01686	Histone H2B
LOCMI01687	LOCMI01687	Q17L08_AEDAE Zinc finger protein (Fragment)
LOCMI01688	LOCMI01688	cuticular protein RR-1 motif 57
LOCMI01691	LOCMI01691	B3S0P1_TRIAD Putative uncharacterized protein
LOCMI01696	LOCMI01696	aminopeptidase-like protein
LOCMI01697	LOCMI01697	B0WZD1_CULQU Putative uncharacterized protein
LOCMI01700	LOCMI01700	TspO/MBR-related protein
LOCMI01702	LOCMI01702	A7UKR5_PYRAP Sorbitol dehydrogenase
LOCMI01704	LOCMI01704	PREDICTED: ubiquitin-40S ribosomal protein S27a-like isoform 2
LOCMI01707	LOCMI01707	GF12587
LOCMI01709	LOCMI01709	Q174A5_AEDAE Cadherin
LOCMI01711	LOCMI01711	C3Z7F3_BRAFL Putative uncharacterized protein (Fragment)
LOCMI01718	LOCMI01718	beta-glucosidase
LOCMI01722	LOCMI01722	PREDICTED: transient receptor potential channel pyrexia-like
LOCMI01723	LOCMI01723	sodium-dependent nutrient amino acid transporter, putative
LOCMI01726	LOCMI01726	Cadherin-like
LOCMI01727	LOCMI01727	Zinc finger, C2H2-like
LOCMI01729	LOCMI01729	PREDICTED: signal transducing adapter molecule 1
LOCMI01730	LOCMI01730	PREDICTED: importin-9
LOCMI01731	LOCMI01731	tkr, putative
LOCMI01733	LOCMI01733	spermidine/spermine N1-acetyltransferase family member 2
LOCMI01734	LOCMI01734	PREDICTED: similar to beta-glucosidase
LOCMI01735	LOCMI01735	Similar to Hypothetical protein MGC18716
LOCMI01736	LOCMI01736	PREDICTED: histone H2A.J-like
LOCMI01737	LOCMI01737	B0WFK4_CULQU Trypsin-epsilon
LOCMI01738	LOCMI01738	PREDICTED: WD repeat-containing protein 26-like
LOCMI01741	LOCMI01741	cellulase
LOCMI01743	LOCMI01743	nuclear protein
LOCMI01744	LOCMI01744	nuclear protein
LOCMI01748	LOCMI01748	C3XWF9_BRAFL Putative uncharacterized protein
LOCMI01752	LOCMI01752	PREDICTED: similar to ankyrin 2,3/unc44, partial
LOCMI01753	LOCMI01753	Rho GTPase regulating protein, putative
LOCMI01756	LOCMI01756	proteinase inhibitor I4 serpin
LOCMI01758	LOCMI01758	peptidoglycan recognition protein LE
LOCMI01762	LOCMI01762	PREDICTED: probable tRNA(His) guanylyltransferase-like isoform 1
LOCMI01765	LOCMI01765	CTP synthase
LOCMI01770	LOCMI01770	Q17CK0_AEDAE Sulfotransferase (Sult)
LOCMI01772	LOCMI01772	beta-glucosidase
LOCMI01774	LOCMI01774	C3YC97_BRAFL Putative uncharacterized protein
LOCMI01776	LOCMI01776	PREDICTED: CTP synthase-like
LOCMI01778	LOCMI01778	Myosin-IXa
LOCMI01779	LOCMI01779	Dosage compensation regulator
LOCMI01781	LOCMI01781	sugar transporter
LOCMI01782	LOCMI01782	PREDICTED: similar to serine protease 13
LOCMI01784	LOCMI01784	PREDICTED: carboxypeptidase M-like
LOCMI01789	LOCMI01789	60S ribosomal protein L21
LOCMI01790	LOCMI01790	5'-nucleotidase
LOCMI01797	LOCMI01797	60S ribosomal protein L7
LOCMI01799	LOCMI01799	B0WP19_CULQU Putative uncharacterized protein
LOCMI01802	LOCMI01802	A2F3W1_TRIVA Ankyrin repeat protein, putative
LOCMI01803	LOCMI01803	SV2-like protein 1
LOCMI01804	LOCMI01804	C0RWX1_BOMMO Male-specific lethal 3
LOCMI01805	LOCMI01805	B0XI16_CULQU Putative uncharacterized protein
LOCMI01808	LOCMI01808	PREDICTED: COP9 signalosome complex subunit 2-like isoform 2
LOCMI01809	LOCMI01809	Q1HQ36_BOMMO Ubiquitin carrier protein
LOCMI01811	LOCMI01811	pdz domain protein arc, putative
LOCMI01814	LOCMI01814	MRAS2, putative
LOCMI01815	LOCMI01815	PREDICTED: LIM/homeobox protein Lhx5-like
LOCMI01818	LOCMI01818	Q179R7_AEDAE Putative uncharacterized protein
