G3-VS-S3.down-DOMAIN_Ensembl-Gene-Rankings.txt	
G3-VS-S3.down-DOMAIN_Ensembl-Gene-Rankings.txt	GeneID	Symbol	Description	#GO-Terms Associated	Percent GO-Terms Associated	UID-str	GO Names
G3-VS-S3.down-GO_Ensembl-Gene-Rankings.txt	LOCMI15867	LOCMI15867	aldose reductase, putative	2	0.222222222222	LOCMI15867	oxidation-reduction process // oxidoreductase activity
G3-VS-S3.down-GO_Ensembl-Gene-Rankings.txt	LOCMI12279	LOCMI12279	Q1HPY0_BOMMO Zinc-containing alcohol dehydrogenase	2	0.222222222222	LOCMI12279	oxidation-reduction process // oxidoreductase activity
G3-VS-S3.down-GO_Ensembl-Gene-Rankings.txt	LOCMI09478	LOCMI09478	L-xylulose reductase	2	0.222222222222	LOCMI09478	oxidation-reduction process // oxidoreductase activity
G3-VS-S3.down-GO_Ensembl-Gene-Rankings.txt	LOCMI05622	LOCMI05622	Q1HQU9_AEDAE Protein disulfide isomerase	2	0.222222222222	LOCMI05622	electron carrier activity // oxidoreductase activity
G3-VS-S3.down-GO_Ensembl-Gene-Rankings.txt	LOCMI03739	LOCMI03739	AGAP006221-PA	2	0.222222222222	LOCMI03739	oxidation-reduction process // oxidoreductase activity
G3-VS-S3.down-GO_Ensembl-Gene-Rankings.txt	LOCMI03230	LOCMI03230	PREDICTED: ribonucleotide reductase M2 polypeptide-like	2	0.222222222222	LOCMI03230	oxidation-reduction process // oxidoreductase activity
G3-VS-S3.down-GO_Ensembl-Gene-Rankings.txt	LOCMI16352	LOCMI16352	heat shock protein 20	1	0.111111111111	LOCMI16352	response to abiotic stimulus
G3-VS-S3.down-GO_Ensembl-Gene-Rankings.txt	LOCMI16279	LOCMI16279	Peroxiredoxin 1	1	0.111111111111	LOCMI16279	oxidoreductase activity
G3-VS-S3.down-GO_Ensembl-Gene-Rankings.txt	LOCMI16273	LOCMI16273	peroxiredoxin	1	0.111111111111	LOCMI16273	oxidoreductase activity
G3-VS-S3.down-GO_Ensembl-Gene-Rankings.txt	LOCMI16263	LOCMI16263	E9IID8_SOLIN Putative uncharacterized protein (Fragment)	1	0.111111111111	LOCMI16263	oxidoreductase activity
G3-VS-S3.down-GO_Ensembl-Gene-Rankings.txt	LOCMI15512	LOCMI15512	heat shock protein 20.7	1	0.111111111111	LOCMI15512	response to abiotic stimulus
G3-VS-S3.down-GO_Ensembl-Gene-Rankings.txt	LOCMI15510	LOCMI15510	heat shock protein 20.5	1	0.111111111111	LOCMI15510	response to abiotic stimulus
G3-VS-S3.down-GO_Ensembl-Gene-Rankings.txt	LOCMI11649	LOCMI11649	mitosis protein dim1	1	0.111111111111	LOCMI11649	intracellular
G3-VS-S3.down-GO_Ensembl-Gene-Rankings.txt	LOCMI09659	LOCMI09659	B0G0U7_MONAT Beta1-tubulin	1	0.111111111111	LOCMI09659	intracellular
G3-VS-S3.down-GO_Ensembl-Gene-Rankings.txt	LOCMI07885	LOCMI07885	H2A	1	0.111111111111	LOCMI07885	intracellular
G3-VS-S3.down-GO_Ensembl-Gene-Rankings.txt	LOCMI06735	LOCMI06735	Recombination repair protein, putative	1	0.111111111111	LOCMI06735	intracellular
G3-VS-S3.down-GO_Ensembl-Gene-Rankings.txt	LOCMI06586	LOCMI06586	PREDICTED: protein max-like	1	0.111111111111	LOCMI06586	intracellular
G3-VS-S3.down-GO_Ensembl-Gene-Rankings.txt	LOCMI06175	LOCMI06175	heat shock protein 20.7	1	0.111111111111	LOCMI06175	response to abiotic stimulus
G3-VS-S3.down-GO_Ensembl-Gene-Rankings.txt	LOCMI05827	LOCMI05827	protein lethal, putative	1	0.111111111111	LOCMI05827	response to abiotic stimulus
G3-VS-S3.down-GO_Ensembl-Gene-Rankings.txt	LOCMI01686	LOCMI01686	Histone H2B	1	0.111111111111	LOCMI01686	intracellular
G3-VS-S3.down-GO_Ensembl-Gene-Rankings.txt	LOCMI01539	LOCMI01539	Short-chain dehydrogenase/reductase SDR	1	0.111111111111	LOCMI01539	oxidoreductase activity
G3-VS-S3.down-GO_Ensembl-Gene-Rankings.txt	LOCMI00142	LOCMI00142	heat shock protein 20.5	1	0.111111111111	LOCMI00142	response to abiotic stimulus
G5-VS-S5.down-DOMAIN_Ensembl-Gene-Rankings.txt	
G5-VS-S5.down-DOMAIN_Ensembl-Gene-Rankings.txt	GeneID	Symbol	Description	#GO-Terms Associated	Percent GO-Terms Associated	UID-str	GO Names
G5-VS-S5.down-DOMAIN_Ensembl-Gene-Rankings.txt	LOCMI04395	LOCMI04395	MPA13-like protein	2	0.333333333333	LOCMI04395	Lipocalin/cytosolic fatty-acid binding protein:IPR000566 // Cytosolic fatty-acid binding:IPR000463
G5-VS-S5.down-DOMAIN_Ensembl-Gene-Rankings.txt	LOCMI00208	LOCMI00208	Fatty acid-binding protein, muscle	2	0.333333333333	LOCMI00208	Lipocalin/cytosolic fatty-acid binding protein:IPR000566 // Cytosolic fatty-acid binding:IPR000463
G5-VS-S5.down-DOMAIN_Ensembl-Gene-Rankings.txt	LOCMI00043	LOCMI00043	cellular retinoic acid binding protein	2	0.333333333333	LOCMI00043	Lipocalin/cytosolic fatty-acid binding protein:IPR000566 // Cytosolic fatty-acid binding:IPR000463
G5-VS-S5.down-DOMAIN_Ensembl-Gene-Rankings.txt	LOCMI17120	LOCMI17120	Q7Q8D4_ANOGA AGAP008684-PA	1	0.166666666667	LOCMI17120	Alpha/beta hydrolase fold-1:IPR000073
G5-VS-S5.down-DOMAIN_Ensembl-Gene-Rankings.txt	LOCMI16771	LOCMI16771	transformer-2 sex-determining protein, putative	1	0.166666666667	LOCMI16771	RNA recognition motif domain:IPR000504
G5-VS-S5.down-DOMAIN_Ensembl-Gene-Rankings.txt	LOCMI16707	LOCMI16707	RecName: Full=Heterogeneous nuclear ribonucleoprotein A1, A2/B1 homolog emb|CAA38481.1| mammalian A1, A2 /B1 hnRNP homologue	1	0.166666666667	LOCMI16707	RNA recognition motif domain:IPR000504
G5-VS-S5.down-DOMAIN_Ensembl-Gene-Rankings.txt	LOCMI16692	LOCMI16692	RecName: Full=Heterogeneous nuclear ribonucleoprotein A1, A2/B1 homolog emb|CAA38481.1| mammalian A1, A2 /B1 hnRNP homologue	1	0.166666666667	LOCMI16692	RNA recognition motif domain:IPR000504
G5-VS-S5.down-DOMAIN_Ensembl-Gene-Rankings.txt	LOCMI16691	LOCMI16691	D6WGJ2_TRICA Putative uncharacterized protein	1	0.166666666667	LOCMI16691	Alpha/beta hydrolase fold-1:IPR000073
G5-VS-S5.down-DOMAIN_Ensembl-Gene-Rankings.txt	LOCMI16631	LOCMI16631	RecName: Full=Heterogeneous nuclear ribonucleoprotein A1, A2/B1 homolog emb|CAA38481.1| mammalian A1, A2 /B1 hnRNP homologue	1	0.166666666667	LOCMI16631	RNA recognition motif domain:IPR000504
G5-VS-S5.down-DOMAIN_Ensembl-Gene-Rankings.txt	LOCMI16374	LOCMI16374	B9VSZ6_BOMMO Rbp1-like RNA-binding protein PB	1	0.166666666667	LOCMI16374	RNA recognition motif domain:IPR000504
G5-VS-S5.down-DOMAIN_Ensembl-Gene-Rankings.txt	LOCMI15119	LOCMI15119	PREDICTED: myelin expression factor 2-like	1	0.166666666667	LOCMI15119	RNA recognition motif domain:IPR000504
G5-VS-S5.down-DOMAIN_Ensembl-Gene-Rankings.txt	LOCMI14327	LOCMI14327	GF19034	1	0.166666666667	LOCMI14327	RNA recognition motif domain:IPR000504
G5-VS-S5.down-DOMAIN_Ensembl-Gene-Rankings.txt	LOCMI13577	LOCMI13577	RNA-binding protein-like	1	0.166666666667	LOCMI13577	RNA recognition motif domain:IPR000504
G5-VS-S5.down-DOMAIN_Ensembl-Gene-Rankings.txt	LOCMI12951	LOCMI12951	squid, variant G	1	0.166666666667	LOCMI12951	RNA recognition motif domain:IPR000504
G5-VS-S5.down-DOMAIN_Ensembl-Gene-Rankings.txt	LOCMI11818	LOCMI11818	Q5TVS6_ANOGA AGAP003501-PA (Fragment)	1	0.166666666667	LOCMI11818	Alpha/beta hydrolase fold-1:IPR000073
G5-VS-S5.down-DOMAIN_Ensembl-Gene-Rankings.txt	LOCMI11816	LOCMI11816	Q5TVS6_ANOGA AGAP003501-PA (Fragment)	1	0.166666666667	LOCMI11816	Alpha/beta hydrolase fold-1:IPR000073
G5-VS-S5.down-DOMAIN_Ensembl-Gene-Rankings.txt	LOCMI11814	LOCMI11814	Q5TVS6_ANOGA AGAP003501-PA (Fragment)	1	0.166666666667	LOCMI11814	Alpha/beta hydrolase fold-1:IPR000073
G5-VS-S5.down-DOMAIN_Ensembl-Gene-Rankings.txt	LOCMI09768	LOCMI09768	PREDICTED: heterogeneous nuclear ribonucleoprotein A1, A2/B1 homolog	1	0.166666666667	LOCMI09768	RNA recognition motif domain:IPR000504
G5-VS-S5.down-DOMAIN_Ensembl-Gene-Rankings.txt	LOCMI08072	LOCMI08072	GF18086	1	0.166666666667	LOCMI08072	Glycoside hydrolase, family 31:IPR000322
G5-VS-S5.down-DOMAIN_Ensembl-Gene-Rankings.txt	LOCMI06003	LOCMI06003	Scaffold attachment factor B2, putative	1	0.166666666667	LOCMI06003	RNA recognition motif domain:IPR000504
G5-VS-S5.down-DOMAIN_Ensembl-Gene-Rankings.txt	LOCMI04987	LOCMI04987	Q7QH37_ANOGA AGAP003500-PA	1	0.166666666667	LOCMI04987	Alpha/beta hydrolase fold-1:IPR000073
G5-VS-S5.down-DOMAIN_Ensembl-Gene-Rankings.txt	LOCMI04397	LOCMI04397	GK14321	1	0.166666666667	LOCMI04397	Glycoside hydrolase, family 31:IPR000322
G5-VS-S5.down-DOMAIN_Ensembl-Gene-Rankings.txt	LOCMI03791	LOCMI03791	fatty acid binding protein	1	0.166666666667	LOCMI03791	Cytosolic fatty-acid binding:IPR000463
G5-VS-S5.down-DOMAIN_Ensembl-Gene-Rankings.txt	LOCMI03790	LOCMI03790	fatty acid binding protein	1	0.166666666667	LOCMI03790	Cytosolic fatty-acid binding:IPR000463
G5-VS-S5.down-DOMAIN_Ensembl-Gene-Rankings.txt	LOCMI03788	LOCMI03788	RecName: Full=Fatty acid-binding protein, muscle; AltName: Full=M-FABP gb|AAK20174.1| muscle fatty acid binding protein	1	0.166666666667	LOCMI03788	Cytosolic fatty-acid binding:IPR000463
G5-VS-S5.down-DOMAIN_Ensembl-Gene-Rankings.txt	LOCMI03579	LOCMI03579	B9SV61_RICCO Alpha-glucosidase, putative	1	0.166666666667	LOCMI03579	Glycoside hydrolase, family 31:IPR000322
G5-VS-S5.down-DOMAIN_Ensembl-Gene-Rankings.txt	LOCMI03125	LOCMI03125	GK14321	1	0.166666666667	LOCMI03125	Glycoside hydrolase, family 31:IPR000322
G5-VS-S5.down-DOMAIN_Ensembl-Gene-Rankings.txt	LOCMI02988	LOCMI02988	32 kDa apolipoprotein	1	0.166666666667	LOCMI02988	Lipocalin/cytosolic fatty-acid binding protein:IPR000566
G5-VS-S5.down-DOMAIN_Ensembl-Gene-Rankings.txt	LOCMI02777	LOCMI02777	A7URL1_ANOGA AGAP007209-PB	1	0.166666666667	LOCMI02777	Tetraspanin, subgroup:IPR000301
G5-VS-S5.down-DOMAIN_Ensembl-Gene-Rankings.txt	LOCMI02499	LOCMI02499	PREDICTED: CD63 antigen-like	1	0.166666666667	LOCMI02499	Tetraspanin, subgroup:IPR000301
G5-VS-S5.down-DOMAIN_Ensembl-Gene-Rankings.txt	LOCMI02477	LOCMI02477	PREDICTED: CD63 antigen-like	1	0.166666666667	LOCMI02477	Tetraspanin, subgroup:IPR000301
G5-VS-S5.down-DOMAIN_Ensembl-Gene-Rankings.txt	LOCMI02275	LOCMI02275	Heterogeneous nuclear ribonucleoprotein A1, putative	1	0.166666666667	LOCMI02275	RNA recognition motif domain:IPR000504
G5-VS-S5.down-DOMAIN_Ensembl-Gene-Rankings.txt	LOCMI02243	LOCMI02243	tetraspanin 6	1	0.166666666667	LOCMI02243	Tetraspanin, subgroup:IPR000301
G5-VS-S5.down-DOMAIN_Ensembl-Gene-Rankings.txt	LOCMI01929	LOCMI01929	PREDICTED: LOW QUALITY PROTEIN: heterogeneous nuclear ribonucleoprotein H-like	1	0.166666666667	LOCMI01929	RNA recognition motif domain:IPR000504
G5-VS-S5.down-DOMAIN_Ensembl-Gene-Rankings.txt	LOCMI01592	LOCMI01592	RNA-binding protein-like	1	0.166666666667	LOCMI01592	RNA recognition motif domain:IPR000504
G5-VS-S5.down-DOMAIN_Ensembl-Gene-Rankings.txt	LOCMI01239	LOCMI01239	B9VSZ6_BOMMO Rbp1-like RNA-binding protein PB	1	0.166666666667	LOCMI01239	RNA recognition motif domain:IPR000504
G5-VS-S5.down-DOMAIN_Ensembl-Gene-Rankings.txt	LOCMI00614	LOCMI00614	ALY	1	0.166666666667	LOCMI00614	RNA recognition motif domain:IPR000504
G5-VS-S5.down-DOMAIN_Ensembl-Gene-Rankings.txt	LOCMI00493	LOCMI00493	Cytosolic fatty-acid binding IPR011038; Calycin-like	1	0.166666666667	LOCMI00493	Cytosolic fatty-acid binding:IPR000463
Gegg-VS-Segg.up-GO_Ensembl-Gene-Rankings.txt	
Gegg-VS-Segg.up-GO_Ensembl-Gene-Rankings.txt	GeneID	Symbol	Description	#GO-Terms Associated	Percent GO-Terms Associated	UID-str	GO Names
Gegg-VS-Segg.up-GO_Ensembl-Gene-Rankings.txt	LOCMI14937	LOCMI14937	PREDICTED: clathrin light chain-like	6	0.5	LOCMI14937	cytoplasm // establishment of protein localization // vesicle-mediated transport // structural molecule activity // Golgi apparatus part // establishment of localization in cell
Gegg-VS-Segg.up-GO_Ensembl-Gene-Rankings.txt	LOCMI05256	LOCMI05256	Q5TSE5_ANOGA AGAP010608-PA	6	0.5	LOCMI05256	cytoplasm // establishment of protein localization // vesicle-mediated transport // structural molecule activity // Golgi apparatus part // establishment of localization in cell
Gegg-VS-Segg.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16100	LOCMI16100	AGAP004616-PA	5	0.416666666667	LOCMI16100	cytoplasm // cellular nitrogen compound biosynthetic process // small molecule biosynthetic process // purine nucleotide metabolic process // heterocycle biosynthetic process
Gegg-VS-Segg.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16049	LOCMI16049	vacuolar H[+] ATPase 16kD subunit, isoform A	4	0.333333333333	LOCMI16049	cellular nitrogen compound biosynthetic process // small molecule biosynthetic process // purine nucleotide metabolic process // heterocycle biosynthetic process
Gegg-VS-Segg.up-GO_Ensembl-Gene-Rankings.txt	LOCMI15172	LOCMI15172	AGAP002385-PA	4	0.333333333333	LOCMI15172	cellular nitrogen compound biosynthetic process // small molecule biosynthetic process // purine nucleotide metabolic process // heterocycle biosynthetic process
Gegg-VS-Segg.up-GO_Ensembl-Gene-Rankings.txt	LOCMI07514	LOCMI07514	PREDICTED: trafficking protein particle complex subunit 1-like	4	0.333333333333	LOCMI07514	cytoplasm // vesicle-mediated transport // Golgi apparatus part // establishment of localization in cell
Gegg-VS-Segg.up-GO_Ensembl-Gene-Rankings.txt	LOCMI15980	LOCMI15980	ubiquinol-cytochrome c reductase complex	3	0.25	LOCMI15980	cytoplasm // oxidation-reduction process // oxidoreductase activity
Gegg-VS-Segg.up-GO_Ensembl-Gene-Rankings.txt	LOCMI00016	LOCMI00016	Q172F6_AEDAE Mitochondrial import receptor subunit tom20	3	0.25	LOCMI00016	cytoplasm // establishment of protein localization // establishment of localization in cell
Gegg-VS-Segg.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16296	LOCMI16296	D2A5K3_TRICA Putative uncharacterized protein GLEAN_15554	2	0.166666666667	LOCMI16296	oxidation-reduction process // oxidoreductase activity
Gegg-VS-Segg.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16180	LOCMI16180	cytochrome P-450, putative	2	0.166666666667	LOCMI16180	oxidation-reduction process // oxidoreductase activity
Gegg-VS-Segg.up-GO_Ensembl-Gene-Rankings.txt	LOCMI13963	LOCMI13963	Laccase2	2	0.166666666667	LOCMI13963	oxidation-reduction process // oxidoreductase activity
Gegg-VS-Segg.up-GO_Ensembl-Gene-Rankings.txt	LOCMI10353	LOCMI10353	putative ribosomal protein S14	2	0.166666666667	LOCMI10353	cytoplasm // structural molecule activity
Gegg-VS-Segg.up-GO_Ensembl-Gene-Rankings.txt	LOCMI09250	LOCMI09250	AGAP008730-PA	2	0.166666666667	LOCMI09250	cellular nitrogen compound biosynthetic process // heterocycle biosynthetic process
Gegg-VS-Segg.up-GO_Ensembl-Gene-Rankings.txt	LOCMI06328	LOCMI06328	NADH dehydrogenase subunit 5	2	0.166666666667	LOCMI06328	oxidation-reduction process // oxidoreductase activity
Gegg-VS-Segg.up-GO_Ensembl-Gene-Rankings.txt	LOCMI05703	LOCMI05703	epsilon-trimethyllysine 2-oxoglutarate dioxygenase	2	0.166666666667	LOCMI05703	oxidation-reduction process // oxidoreductase activity
Gegg-VS-Segg.up-GO_Ensembl-Gene-Rankings.txt	LOCMI05702	LOCMI05702	epsilon-trimethyllysine 2-oxoglutarate dioxygenase	2	0.166666666667	LOCMI05702	oxidation-reduction process // oxidoreductase activity
Gegg-VS-Segg.up-GO_Ensembl-Gene-Rankings.txt	LOCMI05701	LOCMI05701	GH12513	2	0.166666666667	LOCMI05701	oxidation-reduction process // oxidoreductase activity
Gegg-VS-Segg.up-GO_Ensembl-Gene-Rankings.txt	LOCMI04643	LOCMI04643	Q16GQ4_AEDAE Putative uncharacterized protein	2	0.166666666667	LOCMI04643	oxidation-reduction process // oxidoreductase activity
Gegg-VS-Segg.up-GO_Ensembl-Gene-Rankings.txt	LOCMI17139	LOCMI17139	B0X5K3_CULQU Putative uncharacterized protein	1	0.0833333333333	LOCMI17139	structural molecule activity
Gegg-VS-Segg.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16781	LOCMI16781	adult cuticle protein, putative	1	0.0833333333333	LOCMI16781	structural molecule activity
Gegg-VS-Segg.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16769	LOCMI16769	D2A4U4_TRICA Putative uncharacterized protein GLEAN_15304	1	0.0833333333333	LOCMI16769	structural molecule activity
Gegg-VS-Segg.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16714	LOCMI16714	chitin-binding domain containing protein	1	0.0833333333333	LOCMI16714	structural molecule activity
Gegg-VS-Segg.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16617	LOCMI16617	PREDICTED: cuticle protein 8	1	0.0833333333333	LOCMI16617	structural molecule activity
Gegg-VS-Segg.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16274	LOCMI16274	Q7PZB4_ANOGA Thioredoxin-dependent peroxidase (AGAP011824-PA)	1	0.0833333333333	LOCMI16274	oxidoreductase activity
Gegg-VS-Segg.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16273	LOCMI16273	peroxiredoxin	1	0.0833333333333	LOCMI16273	oxidoreductase activity
Gegg-VS-Segg.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16008	LOCMI16008	D6WXE2_TRICA Putative uncharacterized protein	1	0.0833333333333	LOCMI16008	cytoplasm
Gegg-VS-Segg.up-GO_Ensembl-Gene-Rankings.txt	LOCMI14560	LOCMI14560	C4WRN6_ACYPI ACYPI005808 protein	1	0.0833333333333	LOCMI14560	establishment of protein localization
Gegg-VS-Segg.up-GO_Ensembl-Gene-Rankings.txt	LOCMI07701	LOCMI07701	TPA: putative cuticle protein	1	0.0833333333333	LOCMI07701	structural molecule activity
Gegg-VS-Segg.up-GO_Ensembl-Gene-Rankings.txt	LOCMI05399	LOCMI05399	ADP,ATP carrier protein 2	1	0.0833333333333	LOCMI05399	cytoplasm
Gegg-VS-Segg.up-GO_Ensembl-Gene-Rankings.txt	LOCMI04505	LOCMI04505	cuticular protein RR-2 family member 45 precursor	1	0.0833333333333	LOCMI04505	structural molecule activity
Gegg-VS-Segg.up-GO_Ensembl-Gene-Rankings.txt	LOCMI04008	LOCMI04008	ADP,ATP carrier protein 2	1	0.0833333333333	LOCMI04008	cytoplasm
Gegg-VS-Segg.up-GO_Ensembl-Gene-Rankings.txt	LOCMI02963	LOCMI02963	structural constituent of cuticle, putative	1	0.0833333333333	LOCMI02963	structural molecule activity
Gegg-VS-Segg.up-GO_Ensembl-Gene-Rankings.txt	LOCMI01688	LOCMI01688	cuticular protein RR-1 motif 57	1	0.0833333333333	LOCMI01688	structural molecule activity
Gadult-VS-Sadult.down-DOMAIN_Ensembl-Gene-Rankings.txt	
Gadult-VS-Sadult.down-DOMAIN_Ensembl-Gene-Rankings.txt	GeneID	Symbol	Description	#GO-Terms Associated	Percent GO-Terms Associated	UID-str	GO Names
Gadult-VS-Sadult.down-DOMAIN_Ensembl-Gene-Rankings.txt	LOCMI14534	LOCMI14534	beta1-tubulin	1	0.5	LOCMI14534	Tubulin:IPR000217
Gadult-VS-Sadult.down-DOMAIN_Ensembl-Gene-Rankings.txt	LOCMI13837	LOCMI13837	tubulin alpha	1	0.5	LOCMI13837	Tubulin:IPR000217
Gadult-VS-Sadult.down-DOMAIN_Ensembl-Gene-Rankings.txt	LOCMI10225	LOCMI10225	beta1-tubulin	1	0.5	LOCMI10225	Tubulin:IPR000217
Gadult-VS-Sadult.down-DOMAIN_Ensembl-Gene-Rankings.txt	LOCMI09724	LOCMI09724	beta1-tubulin	1	0.5	LOCMI09724	Tubulin:IPR000217
Gadult-VS-Sadult.down-DOMAIN_Ensembl-Gene-Rankings.txt	LOCMI09660	LOCMI09660	PREDICTED: tubulin beta-1 chain	1	0.5	LOCMI09660	Tubulin:IPR000217
Gadult-VS-Sadult.down-DOMAIN_Ensembl-Gene-Rankings.txt	LOCMI03396	LOCMI03396	beta1-tubulin	1	0.5	LOCMI03396	Tubulin:IPR000217
Gadult-VS-Sadult.down-DOMAIN_Ensembl-Gene-Rankings.txt	LOCMI02777	LOCMI02777	A7URL1_ANOGA AGAP007209-PB	1	0.5	LOCMI02777	Tetraspanin, subgroup:IPR000301
Gadult-VS-Sadult.down-DOMAIN_Ensembl-Gene-Rankings.txt	LOCMI02568	LOCMI02568	PREDICTED: tubulin beta-1 chain	1	0.5	LOCMI02568	Tubulin:IPR000217
Gadult-VS-Sadult.down-DOMAIN_Ensembl-Gene-Rankings.txt	LOCMI02499	LOCMI02499	PREDICTED: CD63 antigen-like	1	0.5	LOCMI02499	Tetraspanin, subgroup:IPR000301
Gadult-VS-Sadult.down-DOMAIN_Ensembl-Gene-Rankings.txt	LOCMI02243	LOCMI02243	tetraspanin 6	1	0.5	LOCMI02243	Tetraspanin, subgroup:IPR000301
G1_2-VS-S1_2.up-GO_Ensembl-Gene-Rankings.txt	
G1_2-VS-S1_2.up-GO_Ensembl-Gene-Rankings.txt	GeneID	Symbol	Description	#GO-Terms Associated	Percent GO-Terms Associated	UID-str	GO Names
G1_2-VS-S1_2.up-GO_Ensembl-Gene-Rankings.txt	LOCMI17141	LOCMI17141	Q2LZE6_DROPS GA10226	1	0.333333333333	LOCMI17141	structural molecule activity
G1_2-VS-S1_2.up-GO_Ensembl-Gene-Rankings.txt	LOCMI17132	LOCMI17132	Q7PM44_ANOGA Cuticular protein 78, RR-1 family (AGAP009876-PA)	1	0.333333333333	LOCMI17132	structural molecule activity
G1_2-VS-S1_2.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16847	LOCMI16847	cuticular protein RR-1 family member 53 precursor	1	0.333333333333	LOCMI16847	structural molecule activity
G1_2-VS-S1_2.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16781	LOCMI16781	adult cuticle protein, putative	1	0.333333333333	LOCMI16781	structural molecule activity
G1_2-VS-S1_2.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16739	LOCMI16739	endocuticle structural glycoprotein SgAbd-8	1	0.333333333333	LOCMI16739	structural molecule activity
G1_2-VS-S1_2.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16632	LOCMI16632	D6WIZ6_TRICA Putative uncharacterized protein	1	0.333333333333	LOCMI16632	structural molecule activity
G1_2-VS-S1_2.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16622	LOCMI16622	Q17CD7_AEDAE Putative uncharacterized protein	1	0.333333333333	LOCMI16622	structural molecule activity
G1_2-VS-S1_2.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16610	LOCMI16610	Q7QIK6_ANOGA Cuticular protein 111, RR-3 family (AGAP006931-PA)	1	0.333333333333	LOCMI16610	structural molecule activity
G1_2-VS-S1_2.up-GO_Ensembl-Gene-Rankings.txt	LOCMI16602	LOCMI16602	cuticle protein	1	0.333333333333	LOCMI16602	structural molecule activity
G1_2-VS-S1_2.up-GO_Ensembl-Gene-Rankings.txt	LOCMI15346	LOCMI15346	TPA: putative cuticle protein	1	0.333333333333	LOCMI15346	structural molecule activity
G1_2-VS-S1_2.up-GO_Ensembl-Gene-Rankings.txt	LOCMI13463	LOCMI13463	B0X3R5_CULQU Putative uncharacterized protein	1	0.333333333333	LOCMI13463	carbohydrate metabolic process
G1_2-VS-S1_2.up-GO_Ensembl-Gene-Rankings.txt	LOCMI13445	LOCMI13445	myo-inositol oxygenase	1	0.333333333333	LOCMI13445	carbohydrate metabolic process
G1_2-VS-S1_2.up-GO_Ensembl-Gene-Rankings.txt	LOCMI13444	LOCMI13444	PREDICTED: inositol oxygenase-like	1	0.333333333333	LOCMI13444	carbohydrate metabolic process
G1_2-VS-S1_2.up-GO_Ensembl-Gene-Rankings.txt	LOCMI12795	LOCMI12795	B4NMT3_DROWI GK23202	1	0.333333333333	LOCMI12795	carbohydrate metabolic process
G1_2-VS-S1_2.up-GO_Ensembl-Gene-Rankings.txt	LOCMI11717	LOCMI11717	Q17H61_AEDAE Putative uncharacterized protein	1	0.333333333333	LOCMI11717	carbohydrate metabolic process
G1_2-VS-S1_2.up-GO_Ensembl-Gene-Rankings.txt	LOCMI11184	LOCMI11184	peritrophic matrix protein 14 precursor	1	0.333333333333	LOCMI11184	carbohydrate metabolic process
G1_2-VS-S1_2.up-GO_Ensembl-Gene-Rankings.txt	LOCMI08869	LOCMI08869	AGAP004851-PA	1	0.333333333333	LOCMI08869	carbohydrate metabolic process
G1_2-VS-S1_2.up-GO_Ensembl-Gene-Rankings.txt	LOCMI08867	LOCMI08867	mucin-like protein 1	1	0.333333333333	LOCMI08867	carbohydrate metabolic process
G1_2-VS-S1_2.up-GO_Ensembl-Gene-Rankings.txt	LOCMI08259	LOCMI08259	cathepsin C	1	0.333333333333	LOCMI08259	cysteine-type peptidase activity
G1_2-VS-S1_2.up-GO_Ensembl-Gene-Rankings.txt	LOCMI05531	LOCMI05531	PREDICTED: chitotriosidase-1-like	1	0.333333333333	LOCMI05531	carbohydrate metabolic process
G1_2-VS-S1_2.up-GO_Ensembl-Gene-Rankings.txt	LOCMI05488	LOCMI05488	Peptidoglycan-recognition protein-LB	1	0.333333333333	LOCMI05488	carbohydrate metabolic process
G1_2-VS-S1_2.up-GO_Ensembl-Gene-Rankings.txt	LOCMI05383	LOCMI05383	pupal cuticle protein	1	0.333333333333	LOCMI05383	structural molecule activity
G1_2-VS-S1_2.up-GO_Ensembl-Gene-Rankings.txt	LOCMI04906	LOCMI04906	PREDICTED: maltase 1-like	1	0.333333333333	LOCMI04906	carbohydrate metabolic process
G1_2-VS-S1_2.up-GO_Ensembl-Gene-Rankings.txt	LOCMI04846	LOCMI04846	peritrophic matrix protein 14 precursor	1	0.333333333333	LOCMI04846	carbohydrate metabolic process
